accident_id,accident_date,accident_time,day_of_week,weather_condition,road_type,speed_limit,road_surface,light_condition,number_of_vehicles,number_of_casualties,severity,latitude,longitude,location_district,location_city,accident_reason,police_region
953,2023-12-19,00:47,Tue,Fine,One Way Street,69,Snow,Darkness - No Lighting,3,5,Slight,50.3184,-1.0533,West Michael District,West Brianbury,Road Condition,West Region
954,2023-10-01,10:50,Mon,Unknown,B-Road,45,Wet,Darkness - Lighting Unknown,3,4,Slight,50.1811,0.638,Port Tiffany District,Cabreramouth,Speeding,South Region
955,2024-09-22,21:57,Thu,Unknown,B-Road,33,Dry,Daylight,5,3,Slight,54.5734,-0.8323,New Patricia District,South Michaelton,Driver Error,East Region
956,2023-09-06,15:50,Thu,Hail,Roundabout,29,Snow,Darkness - Lighting Unknown,4,4,Slight,54.5882,-0.8143,Brooksbury District,East Aimee,Distracted Driving,West Region
957,2023-02-07,20:07,Fri,Windy,Roundabout,30,Mud,Darkness - Lights Lit,3,3,Slight,53.8454,-4.912,Michaelshire District,North Taraport,Vehicle Fault,North Region
958,2024-11-01,14:33,Mon,Windy,Roundabout,41,Snow,Darkness - No Lighting,5,6,Slight,54.5384,-3.5954,Taylorton District,West Jeremy,Road Condition,Metropolitan
959,2024-04-13,04:52,Wed,Windy,A-Road,58,Snow,Darkness - Lights Lit,1,1,Fatal,57.5018,-0.9795,West Deborahhaven District,Rangelton,Road Condition,West Region
960,2023-01-11,09:01,Sun,Rain,Dual Carriageway,27,Mud,Twilight,3,1,Slight,53.309,-3.9694,East Leah District,West Jessicaborough,Unknown,South Region
961,2024-03-04,15:02,Sun,Hail,Dual Carriageway,40,Ice,Twilight,1,2,Slight,52.3073,-4.5544,North Colleenbury District,Lisatown,Drunk Driving,North Region
962,2024-07-20,01:30,Tue,Hail,One Way Street,37,Dry,Darkness - Lighting Unknown,3,6,Slight,51.7015,-4.7426,East Danielle District,Warnerfort,Pedestrian Error,Metropolitan
963,2023-05-11,18:45,Fri,Snow,Motorway,29,Snow,Twilight,5,2,Slight,54.0577,-2.6868,Goodtown District,Lake Linda,Distracted Driving,North Region
964,2024-01-02,19:30,Sun,Fine,One Way Street,62,Snow,Twilight,3,0,Serious,52.0672,-3.0268,North Pamelaborough District,Saramouth,Driver Error,South Region
965,2024-09-20,09:57,Tue,Unknown,One Way Street,30,Flood,Twilight,1,2,Slight,54.608,1.8541,Billymouth District,Kelseystad,Drunk Driving,North Region
966,2025-06-22,03:38,Fri,Windy,Dual Carriageway,24,Wet,Darkness - Lighting Unknown,1,6,Slight,56.6138,-3.5119,Heatherfort District,Scottland,Vehicle Fault,Metropolitan
967,2023-07-22,02:30,Thu,Hail,One Way Street,32,Dry,Twilight,5,0,Slight,56.2229,1.5214,East Jamesport District,Belindaberg,Distracted Driving,Metropolitan
968,2024-05-21,03:29,Wed,Windy,Junction,35,Dry,Darkness - Lights Lit,5,6,Slight,55.9243,-2.1457,Patriciaville District,South Robert,Vehicle Fault,Metropolitan
969,2024-12-19,08:07,Wed,Hail,B-Road,51,Flood,Daylight,3,4,Slight,51.8497,-0.8427,North Kathleen District,Port Georgeshire,Distracted Driving,North Region
970,2023-01-30,00:22,Mon,Windy,A-Road,33,Snow,Darkness - No Lighting,1,5,Slight,52.0038,1.8612,Jasonville District,South Claudiaborough,Drunk Driving,North Region
971,2023-06-23,03:16,Mon,Snow,Junction,31,Mud,Darkness - Lights Lit,1,2,Slight,54.875,-3.2191,Wilsonberg District,East Craig,Pedestrian Error,South Region
972,2025-06-10,15:01,Sun,Fine,B-Road,33,Mud,Darkness - No Lighting,1,6,Slight,51.5917,0.4454,Littlechester District,South Gerald,Drunk Driving,East Region
973,2023-04-07,19:36,Mon,Hail,One Way Street,34,Snow,Darkness - Lighting Unknown,2,4,Fatal,55.208,-3.0786,Rivastown District,Simmonston,Weather Conditions,West Region
974,2024-08-27,18:12,Sat,Fog,One Way Street,23,Wet,Darkness - Lights Lit,2,3,Slight,55.7973,-4.4377,East Jenniferside District,Littleberg,Road Condition,East Region
975,2025-01-30,03:01,Mon,Fog,A-Road,43,Dry,Darkness - Lighting Unknown,1,0,Slight,56.8143,0.3665,Lake Michelleberg District,Beckerside,Vehicle Fault,Metropolitan
976,2024-01-10,23:45,Sun,Hail,A-Road,27,Ice,Twilight,2,6,Serious,53.6262,-4.3547,South Michael District,Tracyview,Distracted Driving,East Region
977,2024-09-08,14:16,Fri,Fog,One Way Street,35,Flood,Darkness - Lights Lit,5,6,Serious,57.6881,1.6451,Friedmanshire District,Parsonsburgh,Speeding,South Region
978,2023-07-12,03:56,Sun,Fog,A-Road,26,Snow,Daylight,4,6,Slight,51.6151,-3.3582,Scottborough District,New Richardshire,Road Condition,East Region
979,2025-01-14,09:48,Fri,Fog,Motorway,31,Wet,Daylight,4,0,Slight,50.0037,-1.3141,North Douglas District,Adrienneville,Road Condition,South Region
980,2024-07-01,03:43,Wed,Windy,Roundabout,29,Snow,Darkness - Lights Lit,3,1,Slight,50.1372,0.6946,Lake Melissa District,Rogersborough,Distracted Driving,North Region
981,2023-07-19,16:46,Wed,Hail,One Way Street,23,Ice,Twilight,2,6,Slight,53.9306,1.851,Ericmouth District,Edwardsshire,Road Condition,South Region
982,2023-12-07,17:30,Tue,Fog,Junction,21,Flood,Darkness - Lights Lit,4,1,Serious,50.7542,-2.0153,Normaville District,Melissafurt,Drunk Driving,South Region
983,2024-12-18,13:34,Thu,Snow,B-Road,59,Snow,Twilight,5,4,Slight,52.2136,0.8615,Barberchester District,New Annton,Distracted Driving,North Region
984,2023-02-28,01:30,Wed,Snow,Motorway,48,Flood,Darkness - No Lighting,5,2,Serious,50.5039,-4.7195,Lauraville District,Port Robert,Driver Error,West Region
985,2023-08-24,11:18,Sat,Rain,One Way Street,51,Snow,Darkness - Lights Lit,4,6,Serious,53.5119,1.7148,Josephville District,Cooperfurt,Driver Error,North Region
986,2023-12-02,18:57,Mon,Fog,Junction,41,Dry,Twilight,1,1,Slight,55.4713,0.5336,West Michaelfort District,New Catherine,Road Condition,East Region
987,2024-03-05,14:58,Thu,Fog,One Way Street,26,Snow,Twilight,3,5,Slight,53.5893,-1.7934,Lake Johnland District,Normanmouth,Drunk Driving,South Region
988,2023-11-01,08:22,Fri,Windy,Roundabout,48,Mud,Darkness - Lighting Unknown,1,2,Serious,50.3367,-0.8174,New Christy District,Jesseland,Weather Conditions,Metropolitan
989,2024-11-22,13:40,Thu,Fine,A-Road,39,Dry,Twilight,2,5,Slight,54.256,-4.7407,Kristenstad District,North Rogershire,Drunk Driving,East Region
990,2024-03-29,20:10,Sun,Windy,Motorway,52,Ice,Darkness - No Lighting,4,4,Slight,57.5712,-1.4385,South Paige District,Port Sarahmouth,Pedestrian Error,North Region
991,2023-06-18,01:16,Wed,Hail,A-Road,20,Wet,Darkness - No Lighting,3,4,Serious,50.4324,0.7689,Juliamouth District,Lake Robert,Road Condition,Metropolitan
992,2023-12-17,08:06,Sun,Fog,A-Road,44,Flood,Twilight,1,4,Slight,56.649,-1.7488,Josephhaven District,Johnathanfurt,Pedestrian Error,South Region
993,2024-09-18,16:36,Tue,Rain,One Way Street,25,Wet,Darkness - No Lighting,4,6,Slight,57.2334,1.3473,North Larryside District,Melissashire,Driver Error,Metropolitan
994,2024-10-03,13:04,Tue,Rain,A-Road,64,Mud,Darkness - Lights Lit,5,6,Slight,57.5303,-4.3681,East Lori District,Davisbury,Driver Error,South Region
995,2024-09-06,05:05,Fri,Fine,Roundabout,65,Ice,Twilight,2,6,Slight,50.5704,-0.8103,North Jim District,Krausetown,Speeding,Metropolitan
996,2023-12-10,19:26,Mon,Hail,Dual Carriageway,59,Mud,Twilight,1,5,Slight,54.026,-2.2195,New Melissaberg District,Robinhaven,Distracted Driving,North Region
997,2023-06-22,11:44,Fri,Unknown,Junction,23,Wet,Twilight,4,4,Slight,56.7022,-4.8503,Hicksborough District,Adamsberg,Speeding,West Region
998,2023-12-29,19:05,Thu,Fine,Motorway,37,Wet,Twilight,3,6,Slight,55.3515,-3.8366,New Jefferyland District,Mcmillanside,Speeding,North Region
999,2024-08-29,14:45,Thu,Fine,A-Road,37,Wet,Twilight,4,0,Serious,55.6592,0.4822,Lake Reneeshire District,East Susan,Drunk Driving,South Region
1000,2024-09-11,13:19,Tue,Snow,A-Road,36,Wet,Darkness - No Lighting,2,1,Serious,52.4754,-4.0055,Port Matthew District,South Williammouth,Weather Conditions,West Region
