employee_id,age,gender,marital_status,department,job_role,education,education_field,distance_from_km,business_travel,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,overtime,num_companies_worked,years_at_company,years_in_current_role,years_since_last_promotion,total_working_years,monthly_income,salary_slab,attrition,attrition_label,over_time_bin
921,43,Female,Single,Human Resources,Manager,High School,Business Management,79,Travel Rarely,4,1,1,2,2,No,1,24,15,6,37,128485.97,Very High,Yes,Leaving,No
922,37,Male,Married,R&D,Executive,High School,Technical Degree,14,Travel Rarely,4,3,4,2,3,No,5,7,5,7,24,134593.82,High,No,Staying,No
923,39,Male,Divorced,R&D,Manager,Associate,Marketing,44,Travel Frequently,1,3,1,4,1,Yes,4,15,5,4,36,32226.3,Very High,Yes,Leaving,Yes
924,31,Other,Divorced,Operations,Specialist,Bachelors,Human Resources,41,Travel Frequently,1,3,4,4,2,Yes,3,15,1,5,26,60419.3,High,No,Staying,No
925,35,Male,Single,Human Resources,Associate,Bachelors,Other,9,Travel Rarely,1,3,1,1,4,No,6,1,1,1,29,58902.27,Very High,No,Staying,Yes
926,51,Other,Married,Technology,Senior Analyst,Bachelors,Life Sciences,39,Travel Frequently,2,4,2,4,3,No,3,4,4,4,34,63902.54,Very High,No,Staying,No
927,52,Female,Divorced,Technology,Lead,High School,Life Sciences,71,Travel Rarely,1,1,3,1,2,No,0,7,5,5,39,84872.23,Very High,No,Staying,No
928,27,Other,Married,R&D,Associate,PhD,Marketing,36,Travel Rarely,1,1,1,3,3,No,6,8,4,6,38,88672.69,High,No,Staying,No
929,45,Male,Divorced,Operations,Analyst,Masters,Other,38,Non-Travel,2,2,4,4,1,Yes,3,23,13,1,23,80917.1,Very High,No,Staying,Yes
930,28,Male,Married,Human Resources,Lead,Associate,Medical,48,Non-Travel,1,4,1,3,3,No,4,8,8,4,23,107117.41,Very High,Yes,Leaving,No
931,45,Male,Married,R&D,Senior Analyst,PhD,Technical Degree,27,Non-Travel,2,3,4,3,3,Yes,5,14,11,8,17,30740.14,High,No,Staying,Yes
932,39,Other,Married,Human Resources,Junior Associate,PhD,Technical Degree,29,Travel Frequently,1,3,3,4,4,Yes,3,10,5,2,11,139540.7,Low,No,Staying,No
933,43,Male,Divorced,R&D,VP,PhD,Life Sciences,29,Travel Rarely,2,2,4,3,2,No,7,2,2,0,32,58209.92,Medium,No,Staying,No
934,35,Other,Married,Legal,Senior Analyst,Associate,Human Resources,49,Travel Frequently,2,2,3,3,4,Yes,2,3,3,3,29,69404.44,Very High,Yes,Leaving,No
935,31,Male,Married,Legal,Director,PhD,Life Sciences,22,Non-Travel,1,4,4,4,2,Yes,4,16,8,0,10,116851.16,Very High,No,Staying,No
936,53,Male,Single,Human Resources,Director,PhD,Life Sciences,42,Travel Rarely,2,3,3,1,1,No,4,10,0,5,40,38262.05,High,No,Staying,No
937,37,Female,Divorced,Legal,Director,Bachelors,Business Management,30,Travel Frequently,2,2,2,4,1,No,7,5,5,5,37,135167.55,Low,Yes,Leaving,No
938,32,Male,Married,R&D,VP,PhD,Technical Degree,11,Travel Frequently,2,3,3,1,3,Yes,3,25,11,8,11,59892.55,Low,No,Staying,No
939,22,Male,Married,Sales,Senior Analyst,High School,Life Sciences,48,Travel Frequently,3,2,2,2,3,No,1,26,14,4,13,117856.18,Low,No,Staying,No
940,38,Male,Married,Operations,VP,Associate,Technical Degree,35,Travel Rarely,1,2,3,1,4,Yes,0,25,5,4,39,147833.25,Low,No,Staying,No
941,30,Other,Married,Legal,Senior Analyst,Bachelors,Technical Degree,62,Non-Travel,4,1,4,3,3,No,0,2,2,2,23,33071.65,High,No,Staying,No
942,42,Other,Single,Technology,Associate,Masters,Medical,44,Travel Frequently,2,4,4,2,2,Yes,1,25,7,3,1,119775.6,Medium,No,Staying,No
943,28,Female,Divorced,Human Resources,Analyst,High School,Human Resources,29,Non-Travel,1,1,1,1,3,No,4,7,2,0,29,85094.6,Medium,No,Staying,No
944,30,Male,Single,Human Resources,Specialist,Associate,Other,60,Travel Frequently,2,4,4,2,3,No,6,5,5,5,22,115499.73,Low,No,Staying,Yes
945,25,Male,Single,Human Resources,Director,Associate,Business Management,3,Travel Rarely,4,3,4,4,1,No,4,28,14,1,4,71023.04,Low,No,Staying,No
946,58,Male,Divorced,Legal,Specialist,Bachelors,Life Sciences,43,Travel Rarely,1,4,3,1,2,No,2,11,11,6,15,92481.5,Low,No,Staying,Yes
947,35,Female,Married,Finance,Junior Associate,High School,Medical,30,Travel Rarely,1,1,1,1,3,No,7,9,9,0,4,108564.03,High,Yes,Leaving,No
948,39,Female,Single,Technology,Associate,Bachelors,Life Sciences,7,Travel Frequently,3,1,4,1,3,No,4,27,4,7,3,60584.26,Medium,No,Staying,No
949,56,Other,Single,Sales,Analyst,PhD,Technical Degree,67,Travel Frequently,4,1,2,4,1,No,1,16,15,5,39,31080.38,Low,Yes,Leaving,No
950,53,Other,Divorced,Sales,Director,Bachelors,Other,38,Non-Travel,4,2,4,4,2,No,0,23,8,8,3,116608.91,Low,No,Staying,No
951,25,Other,Divorced,Finance,Associate,High School,Marketing,9,Non-Travel,4,1,1,1,4,No,1,22,12,5,34,42693.51,Very High,No,Staying,No
952,27,Other,Divorced,Finance,Analyst,High School,Technical Degree,34,Travel Rarely,2,1,3,4,4,Yes,5,20,11,0,18,66695.1,High,No,Staying,Yes
953,57,Female,Married,R&D,Executive,PhD,Life Sciences,25,Travel Rarely,2,3,3,3,1,No,6,4,1,4,37,135009.42,Medium,No,Staying,No
954,45,Female,Divorced,Human Resources,Executive,High School,Technical Degree,69,Non-Travel,1,1,2,4,1,Yes,6,17,14,5,17,93098.49,Medium,Yes,Leaving,Yes
955,34,Female,Single,Technology,Executive,Associate,Human Resources,9,Travel Rarely,4,3,2,4,3,No,1,2,2,2,12,142958.68,High,No,Staying,No
956,32,Male,Single,Legal,Senior Analyst,PhD,Life Sciences,3,Travel Rarely,2,4,3,4,1,Yes,8,20,2,6,40,33153.4,Very High,No,Staying,No
957,34,Male,Married,Human Resources,Analyst,High School,Technical Degree,77,Non-Travel,4,4,1,2,4,Yes,6,10,9,4,5,85669.21,Medium,No,Staying,No
958,22,Other,Married,Finance,Senior Analyst,Bachelors,Other,47,Travel Frequently,1,4,3,1,4,No,2,7,6,2,15,97945.99,Medium,No,Staying,Yes
959,29,Other,Single,Legal,Specialist,PhD,Marketing,60,Travel Frequently,4,2,1,1,3,Yes,3,29,11,7,20,93113.16,Low,No,Staying,No
960,32,Male,Single,Finance,Lead,Associate,Human Resources,68,Travel Frequently,2,2,2,2,3,No,0,26,0,3,0,59417.55,Medium,No,Staying,Yes
961,54,Other,Divorced,Technology,Senior Analyst,High School,Business Management,41,Non-Travel,3,4,2,4,3,Yes,7,2,2,2,3,114227.17,Low,No,Staying,No
962,24,Male,Single,Operations,Specialist,PhD,Marketing,61,Travel Frequently,2,4,3,4,3,No,3,28,1,6,15,86318.05,Very High,No,Staying,No
963,35,Other,Single,Human Resources,Junior Associate,High School,Business Management,55,Travel Frequently,3,3,2,1,3,Yes,7,7,1,2,34,118574.99,Very High,No,Staying,No
964,49,Other,Single,R&D,Analyst,Masters,Technical Degree,69,Travel Rarely,4,4,1,4,3,No,2,16,12,7,26,54786.29,Low,No,Staying,No
965,57,Female,Divorced,Technology,Associate,PhD,Other,76,Travel Rarely,3,1,3,4,2,Yes,6,2,2,0,38,103128.68,Low,No,Staying,Yes
966,52,Female,Single,Finance,Junior Associate,PhD,Technical Degree,80,Travel Frequently,4,2,3,4,2,Yes,3,20,2,3,11,119467.16,Low,No,Staying,No
967,45,Female,Single,Marketing,VP,Masters,Technical Degree,20,Travel Frequently,2,1,1,3,3,Yes,1,23,6,3,33,147095.21,Very High,No,Staying,Yes
968,31,Female,Single,Technology,Associate,Masters,Business Management,7,Travel Rarely,4,2,3,2,1,No,0,0,0,0,3,80580.81,Very High,No,Staying,No
969,26,Female,Divorced,Marketing,Lead,Bachelors,Technical Degree,39,Travel Frequently,3,2,2,2,3,No,0,14,6,3,16,105189.45,Very High,Yes,Leaving,No
970,40,Female,Divorced,Legal,Associate,PhD,Marketing,61,Travel Frequently,2,1,2,2,4,Yes,3,30,3,6,6,109632.33,Very High,No,Staying,No
971,34,Male,Divorced,R&D,Manager,High School,Other,27,Non-Travel,1,4,3,2,2,Yes,0,26,9,3,40,54375.62,High,No,Staying,No
972,41,Male,Single,Finance,Associate,PhD,Business Management,37,Travel Rarely,4,3,3,2,2,Yes,5,0,0,0,28,113982.7,Low,Yes,Leaving,No
973,43,Male,Single,Sales,Executive,High School,Life Sciences,32,Travel Frequently,2,3,2,3,4,Yes,1,4,4,4,25,68744.84,Low,No,Staying,Yes
974,30,Other,Married,Marketing,Senior Analyst,High School,Technical Degree,18,Non-Travel,4,2,1,1,1,Yes,6,29,2,4,20,37371.84,Medium,No,Staying,No
975,49,Female,Divorced,R&D,Director,Bachelors,Medical,16,Non-Travel,1,2,3,2,1,Yes,0,28,1,3,15,107534.38,High,No,Staying,No
976,32,Male,Divorced,Operations,Specialist,Masters,Life Sciences,38,Travel Frequently,2,2,1,3,2,Yes,2,10,0,7,3,54652.11,High,No,Staying,Yes
977,26,Female,Married,Human Resources,Director,Masters,Marketing,69,Travel Frequently,3,3,4,1,2,No,0,9,8,5,2,124575.54,High,No,Staying,Yes
978,29,Female,Married,Human Resources,Manager,Associate,Other,46,Non-Travel,1,1,2,1,3,Yes,4,18,12,5,16,109771.7,Very High,No,Staying,No
979,43,Other,Married,Operations,Specialist,PhD,Business Management,53,Travel Rarely,4,2,1,4,4,Yes,5,23,4,5,6,143045.94,High,No,Staying,Yes
980,39,Female,Single,Sales,Executive,PhD,Business Management,16,Travel Frequently,1,1,1,2,4,Yes,5,30,6,0,34,106137.38,High,No,Staying,Yes
981,41,Other,Divorced,Legal,Analyst,High School,Other,51,Travel Frequently,4,2,4,1,3,No,4,18,2,2,2,34789.98,Very High,No,Staying,No
982,60,Other,Divorced,Human Resources,VP,Masters,Medical,11,Travel Rarely,1,3,2,4,4,Yes,3,0,0,0,33,70071.06,Medium,Yes,Leaving,Yes
983,22,Male,Divorced,Technology,Manager,Associate,Life Sciences,26,Non-Travel,4,1,1,4,2,No,8,1,1,1,29,44962.74,Medium,No,Staying,Yes
984,29,Female,Single,Technology,Specialist,Masters,Technical Degree,76,Travel Rarely,1,4,2,1,2,No,1,29,15,4,9,118104.26,Medium,No,Staying,Yes
985,52,Other,Divorced,Human Resources,Manager,PhD,Technical Degree,62,Travel Rarely,3,3,4,1,2,No,0,13,3,1,34,111014.61,Low,No,Staying,Yes
986,34,Female,Married,Marketing,VP,PhD,Life Sciences,22,Travel Rarely,2,4,3,1,2,Yes,4,6,1,6,13,38619.97,Medium,No,Staying,Yes
987,22,Male,Divorced,Operations,Associate,Masters,Business Management,16,Travel Frequently,3,4,1,2,4,Yes,7,28,12,0,15,96701.87,Medium,Yes,Leaving,No
988,22,Male,Married,Marketing,Analyst,Masters,Technical Degree,59,Non-Travel,3,3,2,3,1,No,4,25,15,6,40,131929.22,Low,No,Staying,No
989,53,Male,Married,Legal,Manager,PhD,Human Resources,55,Travel Frequently,4,1,3,3,2,Yes,3,7,7,3,9,108468.87,Medium,No,Staying,No
990,60,Male,Married,Operations,VP,High School,Marketing,72,Travel Rarely,1,2,2,3,1,Yes,8,29,8,2,14,113294.38,High,No,Staying,Yes
991,40,Other,Married,Marketing,Lead,Masters,Technical Degree,5,Travel Rarely,2,3,1,4,2,Yes,8,5,3,3,34,148175.48,Very High,No,Staying,Yes
992,60,Other,Married,Sales,Director,Bachelors,Business Management,6,Non-Travel,4,2,2,2,2,Yes,4,22,13,7,21,64894.36,Medium,No,Staying,No
993,41,Female,Married,Marketing,Senior Analyst,PhD,Business Management,23,Non-Travel,1,4,2,4,2,Yes,8,4,4,4,11,109973.67,Very High,No,Staying,No
994,28,Female,Married,Marketing,Director,High School,Human Resources,12,Non-Travel,4,1,4,2,3,Yes,0,8,5,3,1,31395.62,Low,Yes,Leaving,No
995,47,Male,Married,Human Resources,VP,High School,Marketing,75,Travel Rarely,3,2,4,1,4,Yes,0,3,3,2,33,40534.97,Medium,Yes,Leaving,Yes
996,49,Male,Married,Sales,Specialist,High School,Human Resources,53,Non-Travel,3,1,2,4,3,Yes,2,4,4,2,40,58660.59,High,No,Staying,No
997,48,Other,Married,R&D,VP,Bachelors,Technical Degree,63,Travel Frequently,3,1,3,2,1,Yes,2,21,13,1,6,109104.53,Low,No,Staying,Yes
998,57,Other,Divorced,Sales,Executive,PhD,Human Resources,32,Travel Frequently,1,4,1,2,1,No,8,24,14,2,1,67316.84,Low,No,Staying,No
999,46,Female,Single,Finance,Director,Bachelors,Human Resources,76,Non-Travel,2,3,4,1,4,Yes,0,1,1,1,4,58234.69,Low,No,Staying,No
1000,31,Other,Single,Marketing,Senior Analyst,PhD,Technical Degree,13,Non-Travel,1,1,4,1,3,No,6,23,6,8,35,133561.03,Very High,Yes,Leaving,No
1001,55,Female,Divorced,Operations,Analyst,Associate,Marketing,44,Non-Travel,1,1,2,1,3,Yes,3,10,10,3,39,55508.53,Very High,No,Staying,Yes
1002,43,Male,Single,Operations,Director,PhD,Business Management,44,Travel Rarely,2,4,4,3,2,Yes,5,6,3,0,2,35624.69,Medium,No,Staying,Yes
1003,22,Male,Single,Marketing,Junior Associate,Masters,Other,2,Travel Frequently,1,2,1,4,2,Yes,1,21,8,8,34,34408.71,Medium,Yes,Leaving,Yes
1004,54,Female,Married,Technology,Lead,High School,Technical Degree,48,Travel Rarely,2,1,3,2,4,No,1,21,6,8,39,149398.55,High,No,Staying,No
1005,32,Male,Married,Finance,Director,Bachelors,Other,9,Travel Frequently,3,2,3,1,4,Yes,5,14,4,0,17,43090.78,Very High,Yes,Leaving,No
1006,28,Male,Single,Technology,Junior Associate,High School,Technical Degree,66,Travel Frequently,3,3,3,3,2,Yes,5,19,15,5,5,81839.35,Medium,Yes,Leaving,No
1007,38,Other,Single,Technology,Executive,Masters,Human Resources,69,Travel Frequently,3,1,3,4,3,No,5,13,12,0,33,62325.81,Very High,No,Staying,No
1008,46,Female,Divorced,Legal,Manager,Masters,Other,14,Non-Travel,2,3,3,4,2,No,2,23,15,8,30,73710.98,High,No,Staying,No
1009,38,Male,Single,Marketing,Lead,PhD,Medical,38,Non-Travel,4,3,1,4,4,Yes,1,7,5,7,4,59511.87,Very High,No,Staying,Yes
1010,42,Male,Married,Human Resources,VP,PhD,Life Sciences,50,Non-Travel,1,3,4,2,2,Yes,2,20,1,4,38,141301.4,Medium,No,Staying,No
1011,46,Female,Divorced,Marketing,Junior Associate,PhD,Medical,73,Travel Rarely,4,2,4,1,4,No,7,30,8,7,26,147019.7,Low,No,Staying,No
1012,57,Female,Married,R&D,Specialist,PhD,Business Management,76,Travel Rarely,3,1,2,1,2,Yes,5,28,15,7,3,136770.66,Low,No,Staying,Yes
1013,45,Other,Divorced,Human Resources,VP,PhD,Human Resources,42,Travel Rarely,2,2,4,3,2,No,8,10,8,4,29,97473.15,Low,Yes,Leaving,Yes
1014,29,Male,Married,Technology,VP,Associate,Human Resources,77,Non-Travel,3,4,2,3,4,Yes,0,4,4,1,36,140491.54,Medium,Yes,Leaving,No
1015,55,Female,Divorced,Sales,Manager,High School,Human Resources,63,Non-Travel,2,1,4,3,2,No,7,16,11,6,0,67067.83,Very High,No,Staying,No
1016,31,Male,Divorced,Human Resources,Manager,PhD,Medical,69,Travel Frequently,4,1,3,4,4,No,7,28,2,5,34,31082.78,Low,No,Staying,Yes
1017,36,Other,Divorced,Legal,Junior Associate,Associate,Medical,9,Non-Travel,2,4,1,2,4,Yes,0,28,12,2,40,119632.95,Low,Yes,Leaving,No
1018,54,Female,Divorced,Marketing,VP,High School,Human Resources,53,Non-Travel,1,4,2,1,2,Yes,7,2,2,2,7,90737.08,High,No,Staying,Yes
1019,30,Female,Married,Technology,Senior Analyst,PhD,Human Resources,5,Travel Frequently,1,3,2,1,2,No,2,14,9,2,14,58927.22,Very High,No,Staying,Yes
1020,26,Other,Divorced,Marketing,Junior Associate,Bachelors,Marketing,13,Travel Frequently,4,3,4,3,1,No,4,12,12,0,23,106775.5,High,No,Staying,No
1021,51,Female,Married,R&D,Junior Associate,Bachelors,Marketing,30,Travel Frequently,3,1,2,3,3,No,3,15,9,3,17,75773.64,Very High,No,Staying,Yes
1022,40,Male,Single,Finance,Associate,High School,Technical Degree,55,Travel Frequently,1,4,2,4,4,Yes,6,17,2,6,37,117066.46,Low,No,Staying,No
1023,26,Male,Married,Marketing,Associate,Associate,Business Management,52,Travel Rarely,4,2,4,4,2,No,4,13,0,3,20,122799.71,Low,No,Staying,No
1024,29,Other,Divorced,Operations,Manager,Associate,Human Resources,74,Travel Frequently,1,4,2,1,3,Yes,2,22,4,8,28,96230.46,Medium,No,Staying,Yes
1025,33,Other,Divorced,Human Resources,Junior Associate,PhD,Marketing,46,Non-Travel,3,3,1,3,1,Yes,8,22,5,1,10,80104.47,Very High,No,Staying,Yes
1026,49,Male,Married,Finance,Executive,Associate,Technical Degree,74,Travel Rarely,2,1,4,3,2,Yes,0,3,3,3,26,96667.23,Very High,No,Staying,No
1027,25,Other,Divorced,Human Resources,Senior Analyst,High School,Life Sciences,63,Travel Frequently,2,1,1,4,3,Yes,1,20,12,1,27,112966.35,Low,No,Staying,No
1028,38,Male,Single,Human Resources,Analyst,Associate,Business Management,61,Travel Frequently,3,4,1,4,4,Yes,2,12,4,5,35,74592.72,Low,No,Staying,No
1029,31,Female,Single,Operations,VP,Bachelors,Marketing,74,Travel Rarely,1,3,1,2,4,Yes,8,25,10,4,38,81438.15,Very High,No,Staying,No
1030,59,Female,Married,Marketing,Specialist,Bachelors,Technical Degree,11,Travel Rarely,4,2,3,2,2,No,5,27,14,3,12,50159.42,Low,No,Staying,Yes
1031,38,Other,Divorced,Marketing,Executive,Bachelors,Medical,61,Travel Frequently,1,4,1,1,3,Yes,2,24,7,1,22,68265.35,Very High,No,Staying,No
1032,29,Male,Married,Marketing,Associate,Masters,Business Management,80,Non-Travel,2,1,2,3,4,Yes,1,18,13,0,17,123230.86,Low,No,Staying,No
1033,40,Male,Single,Sales,Senior Analyst,Bachelors,Human Resources,13,Travel Rarely,2,1,1,3,2,No,7,8,7,0,20,100421.3,Medium,No,Staying,No
1034,24,Female,Married,Human Resources,Senior Analyst,PhD,Technical Degree,58,Travel Rarely,3,4,3,3,2,No,4,4,1,2,20,100144.96,Very High,No,Staying,Yes
1035,56,Female,Married,Technology,VP,PhD,Other,2,Travel Frequently,4,2,4,4,1,No,6,25,3,2,19,131925.51,Low,No,Staying,No
1036,43,Male,Divorced,Operations,Director,Associate,Marketing,6,Non-Travel,1,1,4,1,3,Yes,5,8,8,0,18,68511.19,Medium,No,Staying,No
1037,22,Other,Divorced,R&D,Analyst,Bachelors,Technical Degree,31,Travel Rarely,3,4,1,4,1,Yes,7,14,2,0,7,131483.45,High,No,Staying,Yes
1038,41,Female,Single,Technology,Executive,PhD,Other,23,Non-Travel,2,1,4,3,4,No,2,20,5,7,3,104621.75,Low,No,Staying,Yes
1039,49,Male,Single,Sales,Analyst,PhD,Technical Degree,23,Travel Frequently,2,3,3,4,4,No,5,16,4,0,19,120889.86,High,No,Staying,No
1040,57,Male,Single,Finance,Junior Associate,High School,Human Resources,56,Travel Rarely,2,1,1,3,4,No,3,9,9,4,36,66588.59,Low,No,Staying,No
1041,60,Other,Divorced,Legal,Executive,PhD,Marketing,64,Non-Travel,3,1,1,2,3,No,3,8,8,4,0,144736.36,Medium,Yes,Leaving,No
1042,39,Female,Divorced,Marketing,Director,Bachelors,Medical,7,Travel Rarely,1,1,4,2,3,Yes,8,25,11,0,16,32708.35,Very High,No,Staying,No
1043,43,Other,Divorced,Operations,Senior Analyst,Masters,Life Sciences,70,Non-Travel,1,3,3,2,4,Yes,4,2,2,2,18,83139.98,Low,Yes,Leaving,Yes
1044,31,Female,Married,Human Resources,Specialist,PhD,Technical Degree,9,Non-Travel,4,2,4,2,4,No,2,15,12,4,22,98124.64,Low,No,Staying,No
1045,38,Other,Married,Marketing,Junior Associate,Associate,Business Management,9,Non-Travel,1,4,4,1,1,No,0,4,4,4,35,64395.03,Very High,Yes,Leaving,Yes
1046,40,Male,Married,Marketing,Manager,Bachelors,Life Sciences,47,Travel Frequently,2,3,3,2,2,No,3,3,3,3,15,56862.09,Low,No,Staying,Yes
1047,53,Other,Single,R&D,Specialist,High School,Business Management,80,Travel Frequently,2,4,2,1,1,No,1,5,0,2,30,95709.0,Very High,No,Staying,No
1048,41,Female,Single,Operations,Junior Associate,Bachelors,Life Sciences,65,Travel Frequently,4,1,1,2,4,Yes,1,7,7,7,2,67309.0,Very High,Yes,Leaving,No
1049,48,Male,Married,Finance,Director,Masters,Marketing,5,Non-Travel,1,1,2,3,1,No,4,7,7,7,13,110818.87,Very High,No,Staying,Yes
1050,58,Male,Single,Operations,Specialist,Masters,Business Management,69,Non-Travel,2,3,4,2,1,Yes,8,29,14,6,5,134035.28,Medium,No,Staying,Yes
1051,35,Female,Divorced,R&D,Lead,Masters,Human Resources,30,Travel Frequently,3,1,1,1,3,No,4,17,14,0,9,67679.63,High,No,Staying,No
1052,25,Other,Married,Finance,Analyst,High School,Life Sciences,17,Travel Frequently,4,2,4,4,1,Yes,8,4,4,0,36,59223.77,Medium,No,Staying,No
1053,28,Female,Married,Sales,Executive,High School,Technical Degree,12,Travel Frequently,2,2,1,1,2,Yes,0,27,3,4,33,125177.8,High,No,Staying,No
1054,22,Male,Divorced,Sales,Manager,PhD,Marketing,36,Non-Travel,1,4,1,2,3,Yes,0,11,11,0,33,145718.73,Very High,No,Staying,Yes
1055,56,Male,Married,Legal,Lead,High School,Other,44,Travel Rarely,4,3,1,2,2,No,2,1,1,1,6,63988.85,Very High,No,Staying,No
1056,29,Male,Married,R&D,Lead,Masters,Human Resources,57,Travel Frequently,4,4,2,1,2,No,1,14,4,7,19,52842.04,High,No,Staying,No
1057,58,Female,Married,Operations,VP,Bachelors,Other,42,Travel Frequently,3,4,1,2,4,No,8,10,5,2,31,36868.21,Very High,No,Staying,No
1058,41,Female,Divorced,R&D,Senior Analyst,Associate,Human Resources,64,Non-Travel,4,2,1,1,4,No,3,29,2,7,40,92202.55,Medium,No,Staying,Yes
1059,42,Male,Married,R&D,Lead,Masters,Business Management,4,Travel Frequently,2,4,1,3,2,Yes,5,9,9,0,8,32994.72,Low,Yes,Leaving,Yes
1060,44,Male,Divorced,Sales,Senior Analyst,PhD,Medical,47,Travel Rarely,2,1,2,2,2,Yes,3,15,3,4,16,133615.67,Low,No,Staying,Yes
1061,58,Male,Married,Legal,Senior Analyst,Masters,Human Resources,14,Non-Travel,3,3,4,3,2,Yes,2,28,8,8,32,128574.63,High,No,Staying,No
1062,26,Male,Married,Technology,Specialist,High School,Technical Degree,66,Travel Rarely,1,3,3,1,4,No,5,25,11,8,7,142799.32,Low,No,Staying,No
1063,50,Male,Single,R&D,Junior Associate,Associate,Technical Degree,30,Travel Frequently,2,1,1,2,3,No,4,13,0,4,21,94462.21,Low,Yes,Leaving,No
1064,32,Male,Single,Marketing,Executive,Associate,Technical Degree,75,Travel Frequently,2,1,2,2,1,No,8,30,2,8,40,102426.57,Very High,No,Staying,No
1065,53,Male,Married,Legal,Specialist,High School,Life Sciences,46,Non-Travel,4,2,2,1,4,Yes,4,23,2,1,34,111175.03,Very High,No,Staying,No
1066,50,Male,Single,Legal,Director,Bachelors,Marketing,4,Travel Frequently,2,4,1,4,3,No,3,25,1,3,9,117025.22,High,No,Staying,Yes
1067,58,Male,Divorced,Legal,Analyst,High School,Medical,46,Travel Rarely,4,3,1,1,2,No,0,4,4,4,23,39787.43,High,Yes,Leaving,No
1068,45,Other,Married,Sales,Lead,High School,Business Management,57,Travel Frequently,4,3,4,2,1,Yes,5,1,1,1,24,56029.18,Medium,No,Staying,Yes
1069,25,Other,Divorced,Operations,Lead,High School,Technical Degree,67,Non-Travel,2,1,1,1,3,No,8,3,3,1,15,60735.73,Very High,No,Staying,Yes
1070,35,Female,Single,Operations,Specialist,Associate,Other,19,Travel Rarely,1,2,4,4,1,No,1,10,5,4,31,117113.22,Low,No,Staying,No
1071,52,Other,Single,Sales,Associate,Associate,Human Resources,33,Travel Frequently,1,2,3,3,2,Yes,4,8,8,2,13,121253.98,High,Yes,Leaving,Yes
1072,25,Other,Married,Legal,Junior Associate,Bachelors,Human Resources,8,Travel Rarely,2,2,2,1,4,No,6,3,3,3,25,30913.35,Low,No,Staying,Yes
1073,22,Female,Divorced,Sales,Manager,Bachelors,Medical,23,Travel Frequently,1,2,3,2,1,Yes,5,2,2,2,25,132088.4,High,No,Staying,Yes
1074,40,Other,Married,Legal,Lead,Masters,Other,43,Non-Travel,2,3,2,2,1,Yes,8,27,14,3,27,83895.33,High,No,Staying,No
1075,40,Other,Married,Marketing,VP,Associate,Other,44,Non-Travel,3,1,3,4,2,Yes,4,17,7,2,22,86435.1,Very High,No,Staying,Yes
1076,22,Female,Single,Sales,Associate,High School,Human Resources,39,Travel Rarely,3,2,1,2,2,Yes,7,7,7,0,2,119063.71,Very High,No,Staying,No
1077,32,Male,Divorced,Finance,Senior Analyst,Associate,Other,32,Travel Frequently,3,2,4,3,3,No,2,25,1,8,38,134921.22,Low,No,Staying,No
1078,38,Other,Single,Finance,VP,High School,Business Management,78,Travel Rarely,3,4,3,1,2,No,4,22,1,1,20,104545.08,Low,No,Staying,Yes
1079,37,Male,Single,R&D,Executive,Bachelors,Medical,48,Non-Travel,4,2,3,4,3,No,6,6,4,0,20,90260.19,High,No,Staying,No
