order_id,customer_id,order_datetime,zone,category,product_name,sku,order_qty,unit_price,total_amount,delivery_fee,discount,payment_method,estimated_delivery_min,actual_delivery_min,delivery_status,order_source,store_name
900,CUST0900,2025-06-23 02:35:36,Zone-D,Snacks,Difficult,SKU00900,2,651.38,1302.76,10.18,0.08,Debit Card,18,33,Delayed,WhatsApp,Blinkit Store #3
901,CUST0901,2025-02-20 21:47:37,Zone-C,Snacks,Happen,SKU00901,5,543.08,2715.4,29.21,0.24,Credit Card,27,35,Delayed,Web,Blinkit Store #5
902,CUST0902,2025-06-17 00:18:24,Zone-E,Groceries,Book,SKU00902,15,274.14,4112.1,35.36,0.18,COD,5,23,Delivered,Web,Blinkit Store #4
903,CUST0903,2025-03-27 17:30:21,Zone-B,Household,Own,SKU00903,3,679.03,2037.09,28.35,0.15,Net Banking,6,18,Delivered,App,Blinkit Store #5
904,CUST0904,2025-06-08 09:03:33,Zone-C,Household,Degree,SKU00904,14,435.74,6100.36,46.01,0.22,Blinkit Wallet,6,6,Delivered,App,Blinkit Store #5
905,CUST0905,2025-02-04 00:17:05,Zone-A,Pet Supplies,What,SKU00905,12,410.67,4928.04,11.42,0.08,Credit Card,24,27,Delivered,App,Blinkit Store #2
906,CUST0906,2025-02-21 20:27:21,Zone-D,Snacks,Walk,SKU00906,8,521.82,4174.56,19.37,0.07,UPI,29,32,Delivered,WhatsApp,Blinkit Store #1
907,CUST0907,2025-01-28 03:50:37,Zone-D,Groceries,Wind,SKU00907,11,483.57,5319.27,47.43,0.01,COD,8,5,Delivered,WhatsApp,Blinkit Store #1
908,CUST0908,2025-03-06 21:18:02,Zone-A,Snacks,Member,SKU00908,14,446.74,6254.36,34.46,0.2,Debit Card,28,28,Delivered,WhatsApp,Blinkit Store #2
909,CUST0909,2025-02-23 19:56:08,Zone-D,Baby Care,Art,SKU00909,15,636.95,9554.25,24.19,0.18,Net Banking,25,43,Delivered,WhatsApp,Blinkit Store #3
910,CUST0910,2025-06-25 15:18:36,Zone-E,Snacks,Full,SKU00910,7,176.77,1237.39,21.58,0.23,UPI,24,23,Delivered,Web,Blinkit Store #5
911,CUST0911,2025-01-27 20:30:46,Zone-B,Snacks,Form,SKU00911,6,215.44,1292.64,42.48,0.21,Blinkit Wallet,22,28,Delivered,App,Blinkit Store #6
912,CUST0912,2025-06-12 17:06:47,Zone-B,Dairy,Class,SKU00912,12,80.97,971.64,36.37,0.06,Credit Card,30,44,Delayed,App,Blinkit Store #5
913,CUST0913,2025-01-24 10:45:32,Zone-D,Household,Image,SKU00913,10,542.68,5426.8,38.43,0.25,Blinkit Wallet,16,20,Delivered,Web,Blinkit Store #1
914,CUST0914,2025-02-15 06:27:46,Zone-E,Groceries,Attorney,SKU00914,1,97.28,97.28,30.3,0.18,UPI,21,30,Delivered,Web,Blinkit Store #2
915,CUST0915,2025-05-08 19:46:41,Zone-C,Pet Supplies,Test,SKU00915,14,773.61,10830.54,5.38,0.17,COD,7,5,Delivered,Web,Blinkit Store #3
916,CUST0916,2025-03-18 01:03:22,Zone-B,Beverages,Thank,SKU00916,8,240.49,1923.92,10.61,0.21,Credit Card,24,42,Delayed,App,Blinkit Store #2
917,CUST0917,2025-06-15 01:27:49,Zone-C,Beverages,Various,SKU00917,1,367.86,367.86,18.34,0.15,Blinkit Wallet,14,30,Delivered,App,Blinkit Store #4
918,CUST0918,2025-01-08 08:43:38,Zone-C,Groceries,Blue,SKU00918,15,54.45,816.75,23.08,0.1,Net Banking,13,17,Delivered,WhatsApp,Blinkit Store #3
919,CUST0919,2025-04-29 00:56:57,Zone-B,Dairy,According,SKU00919,5,403.18,2015.9,27.13,0.0,UPI,27,29,Delivered,App,Blinkit Store #3
920,CUST0920,2025-05-29 21:54:03,Zone-B,Pet Supplies,Summer,SKU00920,11,52.45,576.95,0.55,0.1,Blinkit Wallet,25,45,Delivered,Web,Blinkit Store #2
921,CUST0921,2025-03-20 03:33:05,Zone-E,Pet Supplies,Yet,SKU00921,2,163.33,326.66,6.06,0.01,Blinkit Wallet,18,32,Cancelled,App,Blinkit Store #6
922,CUST0922,2025-01-08 05:49:41,Zone-E,Dairy,Race,SKU00922,1,419.78,419.78,6.13,0.02,UPI,23,24,Delivered,WhatsApp,Blinkit Store #5
923,CUST0923,2025-04-15 17:34:50,Zone-B,Snacks,Generation,SKU00923,10,298.72,2987.2,1.18,0.04,UPI,27,26,Delivered,Web,Blinkit Store #5
924,CUST0924,2025-06-20 19:48:38,Zone-D,Groceries,On,SKU00924,11,615.55,6771.05,17.77,0.08,Debit Card,24,43,Cancelled,App,Blinkit Store #5
925,CUST0925,2025-05-13 22:42:25,Zone-B,Dairy,Enter,SKU00925,4,134.14,536.56,2.24,0.23,COD,29,27,Delivered,WhatsApp,Blinkit Store #2
926,CUST0926,2025-05-17 15:07:18,Zone-B,Snacks,Change,SKU00926,9,715.26,6437.34,3.77,0.14,COD,6,5,Delivered,App,Blinkit Store #4
927,CUST0927,2025-04-09 09:21:07,Zone-C,Snacks,Thank,SKU00927,9,646.36,5817.24,37.22,0.18,UPI,18,22,Delivered,Web,Blinkit Store #1
928,CUST0928,2025-01-24 10:21:12,Zone-C,Household,Also,SKU00928,1,19.93,19.93,13.88,0.1,Net Banking,19,30,Delivered,Web,Blinkit Store #3
929,CUST0929,2025-05-27 09:41:10,Zone-D,Beverages,May,SKU00929,3,350.46,1051.38,6.89,0.18,Credit Card,23,25,Delivered,WhatsApp,Blinkit Store #5
930,CUST0930,2025-05-22 21:46:09,Zone-B,Personal Care,Rate,SKU00930,14,649.0,9086.0,4.15,0.24,Blinkit Wallet,11,9,Delivered,App,Blinkit Store #3
931,CUST0931,2025-04-14 00:40:26,Zone-A,Dairy,City,SKU00931,9,252.53,2272.77,4.59,0.21,Blinkit Wallet,9,5,Delivered,WhatsApp,Blinkit Store #3
932,CUST0932,2025-02-26 17:53:05,Zone-D,Dairy,My,SKU00932,7,719.96,5039.72,48.62,0.11,UPI,23,34,Delivered,WhatsApp,Blinkit Store #2
933,CUST0933,2025-04-29 07:46:28,Zone-E,Personal Care,Than,SKU00933,10,682.18,6821.8,33.94,0.17,Credit Card,27,41,Cancelled,App,Blinkit Store #5
934,CUST0934,2025-05-03 20:45:11,Zone-C,Household,Sure,SKU00934,15,271.39,4070.85,18.69,0.22,Credit Card,19,31,Cancelled,App,Blinkit Store #3
935,CUST0935,2025-05-15 03:28:14,Zone-A,Beverages,Concern,SKU00935,7,636.65,4456.55,1.16,0.08,Debit Card,23,27,Delivered,App,Blinkit Store #3
936,CUST0936,2025-02-04 07:07:58,Zone-C,Personal Care,Laugh,SKU00936,15,781.44,11721.6,17.84,0.06,Net Banking,6,25,Delivered,App,Blinkit Store #5
937,CUST0937,2025-06-02 14:00:48,Zone-D,Household,Cold,SKU00937,15,767.03,11505.45,5.58,0.07,Blinkit Wallet,14,23,Delivered,Web,Blinkit Store #6
938,CUST0938,2025-01-15 15:51:28,Zone-C,Household,Certainly,SKU00938,6,590.2,3541.2,11.91,0.08,Net Banking,19,31,Delayed,App,Blinkit Store #1
939,CUST0939,2025-03-13 15:12:25,Zone-E,Groceries,Likely,SKU00939,10,689.08,6890.8,2.09,0.09,COD,18,34,Cancelled,WhatsApp,Blinkit Store #1
940,CUST0940,2025-03-17 20:18:19,Zone-C,Baby Care,Deep,SKU00940,4,509.63,2038.52,20.26,0.23,Blinkit Wallet,6,25,Delivered,App,Blinkit Store #1
941,CUST0941,2025-01-20 03:04:06,Zone-C,Dairy,Perform,SKU00941,4,249.06,996.24,25.18,0.24,Net Banking,9,11,Delivered,App,Blinkit Store #6
942,CUST0942,2025-04-28 16:34:44,Zone-D,Personal Care,Thing,SKU00942,9,45.74,411.66,1.26,0.14,UPI,17,21,Delivered,WhatsApp,Blinkit Store #6
943,CUST0943,2025-05-26 09:53:21,Zone-C,Beverages,Moment,SKU00943,4,476.96,1907.84,48.59,0.13,COD,6,17,Delivered,WhatsApp,Blinkit Store #2
944,CUST0944,2025-01-21 11:28:49,Zone-B,Beverages,Market,SKU00944,10,423.59,4235.9,42.97,0.22,Credit Card,9,15,Delivered,App,Blinkit Store #3
945,CUST0945,2025-04-10 18:56:11,Zone-B,Personal Care,Film,SKU00945,3,683.2,2049.6,37.48,0.24,COD,17,17,Delivered,App,Blinkit Store #5
946,CUST0946,2025-02-19 20:17:43,Zone-C,Dairy,Police,SKU00946,11,317.4,3491.4,1.84,0.13,UPI,27,35,Delayed,App,Blinkit Store #4
947,CUST0947,2025-01-22 23:16:31,Zone-E,Dairy,Common,SKU00947,13,167.43,2176.59,19.38,0.07,COD,28,35,Cancelled,WhatsApp,Blinkit Store #2
948,CUST0948,2025-01-21 03:31:03,Zone-C,Household,Billion,SKU00948,8,19.05,152.4,48.12,0.19,Net Banking,7,26,Delivered,Web,Blinkit Store #4
949,CUST0949,2025-02-22 22:17:39,Zone-C,Household,Above,SKU00949,1,733.12,733.12,23.16,0.15,Credit Card,21,35,Cancelled,Web,Blinkit Store #5
950,CUST0950,2025-06-23 20:45:56,Zone-C,Personal Care,Necessary,SKU00950,1,12.86,12.86,12.85,0.09,Credit Card,14,33,Delayed,WhatsApp,Blinkit Store #3
951,CUST0951,2025-03-02 23:48:12,Zone-E,Snacks,Foreign,SKU00951,5,302.75,1513.75,11.39,0.15,UPI,20,30,Delivered,Web,Blinkit Store #6
952,CUST0952,2025-04-11 01:43:52,Zone-D,Household,After,SKU00952,3,432.61,1297.83,25.94,0.23,Blinkit Wallet,14,13,Delivered,WhatsApp,Blinkit Store #4
953,CUST0953,2025-06-22 02:07:57,Zone-A,Beverages,Low,SKU00953,4,189.41,757.64,41.62,0.24,Net Banking,21,27,Delivered,Web,Blinkit Store #5
954,CUST0954,2025-02-03 03:19:06,Zone-D,Household,Represent,SKU00954,4,339.62,1358.48,35.05,0.12,Net Banking,5,13,Delivered,App,Blinkit Store #4
955,CUST0955,2025-02-11 04:10:38,Zone-B,Groceries,Might,SKU00955,3,607.14,1821.42,40.14,0.15,UPI,26,45,Delayed,WhatsApp,Blinkit Store #2
956,CUST0956,2025-05-03 17:56:59,Zone-C,Personal Care,Week,SKU00956,4,579.0,2316.0,27.19,0.23,Debit Card,23,20,Delivered,WhatsApp,Blinkit Store #1
957,CUST0957,2025-01-09 03:53:53,Zone-E,Dairy,Expect,SKU00957,13,118.55,1541.15,33.17,0.02,Debit Card,27,46,Delivered,Web,Blinkit Store #5
958,CUST0958,2025-02-10 06:11:49,Zone-D,Dairy,Church,SKU00958,3,324.45,973.35,43.86,0.21,UPI,19,22,Delivered,WhatsApp,Blinkit Store #3
959,CUST0959,2025-02-13 17:52:11,Zone-B,Snacks,Human,SKU00959,3,579.07,1737.21,15.1,0.12,Debit Card,5,10,Delivered,Web,Blinkit Store #5
960,CUST0960,2025-06-05 17:31:29,Zone-E,Baby Care,Rule,SKU00960,15,735.88,11038.2,48.6,0.12,Blinkit Wallet,5,24,Delivered,Web,Blinkit Store #1
961,CUST0961,2025-04-02 04:29:11,Zone-C,Snacks,Its,SKU00961,2,125.59,251.18,41.65,0.14,Blinkit Wallet,18,23,Delivered,Web,Blinkit Store #3
962,CUST0962,2025-03-14 01:09:16,Zone-B,Household,Million,SKU00962,9,638.24,5744.16,48.01,0.07,UPI,28,27,Delivered,WhatsApp,Blinkit Store #3
963,CUST0963,2025-04-10 10:11:32,Zone-B,Baby Care,Coach,SKU00963,11,411.84,4530.24,42.42,0.18,Credit Card,18,33,Delivered,Web,Blinkit Store #2
964,CUST0964,2025-03-24 07:12:34,Zone-C,Household,Yet,SKU00964,10,18.58,185.8,0.58,0.15,Net Banking,16,34,Cancelled,Web,Blinkit Store #6
965,CUST0965,2025-01-02 15:22:56,Zone-B,Pet Supplies,Rule,SKU00965,12,716.92,8603.04,3.12,0.05,Credit Card,15,21,Delivered,App,Blinkit Store #2
966,CUST0966,2025-03-29 14:46:46,Zone-D,Dairy,Design,SKU00966,10,267.47,2674.7,34.45,0.22,Net Banking,27,37,Delivered,App,Blinkit Store #3
967,CUST0967,2025-02-14 03:20:45,Zone-A,Beverages,Might,SKU00967,15,364.46,5466.9,3.4,0.18,Credit Card,24,39,Delayed,WhatsApp,Blinkit Store #2
968,CUST0968,2025-05-17 19:00:13,Zone-E,Baby Care,Family,SKU00968,14,797.12,11159.68,11.58,0.13,Credit Card,12,14,Delivered,App,Blinkit Store #5
969,CUST0969,2025-01-27 07:41:54,Zone-E,Dairy,Could,SKU00969,5,21.96,109.8,11.92,0.1,COD,11,20,Delivered,WhatsApp,Blinkit Store #3
970,CUST0970,2025-04-13 16:38:34,Zone-C,Personal Care,Home,SKU00970,12,202.19,2426.28,19.07,0.11,COD,7,6,Delivered,WhatsApp,Blinkit Store #4
971,CUST0971,2025-05-20 08:10:03,Zone-D,Beverages,Order,SKU00971,2,785.72,1571.44,18.03,0.14,Net Banking,22,30,Delivered,Web,Blinkit Store #4
972,CUST0972,2025-01-29 21:31:51,Zone-A,Beverages,Fund,SKU00972,9,365.05,3285.45,10.93,0.18,Credit Card,30,36,Cancelled,App,Blinkit Store #6
973,CUST0973,2025-06-06 18:12:30,Zone-E,Dairy,Throughout,SKU00973,3,598.4,1795.2,47.0,0.16,Net Banking,16,31,Delivered,WhatsApp,Blinkit Store #4
974,CUST0974,2025-03-31 10:46:53,Zone-B,Beverages,Issue,SKU00974,9,790.42,7113.78,27.71,0.1,Net Banking,25,41,Cancelled,App,Blinkit Store #5
975,CUST0975,2025-02-16 04:44:52,Zone-C,Groceries,Picture,SKU00975,12,765.01,9180.12,16.67,0.22,Blinkit Wallet,16,36,Delivered,Web,Blinkit Store #6
976,CUST0976,2025-01-25 20:49:34,Zone-B,Baby Care,Nor,SKU00976,11,162.54,1787.94,36.69,0.18,Net Banking,26,30,Delivered,Web,Blinkit Store #3
977,CUST0977,2025-01-09 17:17:40,Zone-B,Groceries,To,SKU00977,11,540.03,5940.33,18.48,0.06,Blinkit Wallet,21,28,Delivered,Web,Blinkit Store #1
978,CUST0978,2025-02-18 14:59:28,Zone-D,Personal Care,Different,SKU00978,1,185.05,185.05,25.16,0.05,Net Banking,30,38,Delayed,App,Blinkit Store #2
979,CUST0979,2025-01-05 21:31:10,Zone-E,Beverages,Able,SKU00979,2,131.18,262.36,15.98,0.17,Net Banking,12,18,Delivered,WhatsApp,Blinkit Store #2
980,CUST0980,2025-02-06 05:09:36,Zone-D,Baby Care,Film,SKU00980,1,288.18,288.18,9.21,0.1,COD,8,16,Delivered,App,Blinkit Store #6
981,CUST0981,2025-01-08 20:43:16,Zone-E,Snacks,Allow,SKU00981,7,385.21,2696.47,30.21,0.1,Blinkit Wallet,23,24,Delivered,WhatsApp,Blinkit Store #2
982,CUST0982,2025-01-20 12:59:33,Zone-A,Pet Supplies,Mr,SKU00982,13,706.15,9179.95,21.57,0.06,Credit Card,17,18,Delivered,WhatsApp,Blinkit Store #1
983,CUST0983,2025-06-26 15:32:26,Zone-B,Dairy,City,SKU00983,12,677.17,8126.04,23.64,0.02,Credit Card,10,5,Delivered,Web,Blinkit Store #1
984,CUST0984,2025-03-10 06:54:02,Zone-E,Household,Affect,SKU00984,5,299.25,1496.25,39.42,0.04,Blinkit Wallet,29,44,Cancelled,App,Blinkit Store #6
985,CUST0985,2025-06-21 10:49:26,Zone-D,Pet Supplies,Article,SKU00985,4,46.56,186.24,47.18,0.18,Net Banking,12,20,Delivered,App,Blinkit Store #2
986,CUST0986,2025-03-16 14:54:45,Zone-A,Beverages,Trial,SKU00986,10,688.09,6880.9,27.21,0.03,Credit Card,13,16,Delivered,WhatsApp,Blinkit Store #5
987,CUST0987,2025-06-12 22:15:12,Zone-E,Personal Care,One,SKU00987,5,316.34,1581.7,28.52,0.24,UPI,29,27,Delivered,App,Blinkit Store #3
988,CUST0988,2025-05-10 04:35:42,Zone-C,Snacks,No,SKU00988,3,254.48,763.44,32.68,0.2,Debit Card,16,18,Delivered,Web,Blinkit Store #4
989,CUST0989,2025-01-02 17:15:58,Zone-A,Personal Care,Section,SKU00989,13,440.56,5727.28,29.19,0.01,Credit Card,22,19,Delivered,App,Blinkit Store #1
990,CUST0990,2025-03-29 11:39:12,Zone-C,Groceries,Again,SKU00990,13,319.3,4150.9,23.78,0.03,UPI,15,27,Delivered,Web,Blinkit Store #5
991,CUST0991,2025-03-17 23:51:44,Zone-E,Snacks,Make,SKU00991,10,471.17,4711.7,16.16,0.15,UPI,27,27,Delivered,Web,Blinkit Store #2
992,CUST0992,2025-02-21 02:06:16,Zone-D,Snacks,Service,SKU00992,7,368.49,2579.43,31.89,0.14,Blinkit Wallet,5,5,Delivered,WhatsApp,Blinkit Store #2
993,CUST0993,2025-02-01 05:05:00,Zone-B,Groceries,Show,SKU00993,8,521.73,4173.84,14.92,0.22,COD,27,35,Delivered,WhatsApp,Blinkit Store #4
994,CUST0994,2025-04-16 12:38:38,Zone-A,Dairy,Whom,SKU00994,15,132.95,1994.25,43.57,0.1,UPI,13,8,Delivered,WhatsApp,Blinkit Store #3
995,CUST0995,2025-02-08 06:50:51,Zone-C,Pet Supplies,Commercial,SKU00995,13,382.56,4973.28,28.15,0.15,Net Banking,19,28,Delivered,App,Blinkit Store #5
996,CUST0996,2025-04-03 05:13:47,Zone-A,Groceries,Until,SKU00996,1,106.82,106.82,40.41,0.04,COD,17,36,Delayed,Web,Blinkit Store #4
997,CUST0997,2025-01-10 22:40:03,Zone-A,Beverages,Local,SKU00997,13,48.26,627.38,5.3,0.17,Debit Card,24,24,Delivered,WhatsApp,Blinkit Store #4
998,CUST0998,2025-04-17 12:01:58,Zone-B,Pet Supplies,Position,SKU00998,1,34.1,34.1,38.12,0.24,Debit Card,22,22,Delivered,Web,Blinkit Store #6
999,CUST0999,2025-04-18 10:53:49,Zone-C,Beverages,Avoid,SKU00999,7,313.69,2195.83,26.52,0.02,COD,19,16,Delivered,App,Blinkit Store #3
1000,CUST1000,2025-04-09 13:14:53,Zone-B,Groceries,Song,SKU01000,15,315.75,4736.25,37.28,0.14,Credit Card,18,23,Delivered,Web,Blinkit Store #5
1001,CUST1001,2025-02-21 21:42:33,Zone-A,Baby Care,Scene,SKU01001,15,83.55,1253.25,39.26,0.0,Net Banking,8,19,Delivered,WhatsApp,Blinkit Store #2
1002,CUST1002,2025-03-14 06:49:07,Zone-E,Baby Care,Character,SKU01002,12,613.86,7366.32,33.81,0.1,Credit Card,21,25,Delivered,Web,Blinkit Store #6
1003,CUST1003,2025-06-27 10:49:42,Zone-D,Snacks,Investment,SKU01003,4,625.77,2503.08,4.18,0.01,Net Banking,9,14,Delivered,WhatsApp,Blinkit Store #3
1004,CUST1004,2025-04-08 14:06:31,Zone-C,Pet Supplies,Impact,SKU01004,11,633.58,6969.38,32.29,0.21,Blinkit Wallet,19,24,Delivered,App,Blinkit Store #1
1005,CUST1005,2025-02-11 19:57:55,Zone-E,Baby Care,The,SKU01005,6,675.22,4051.32,20.27,0.01,Blinkit Wallet,29,39,Cancelled,App,Blinkit Store #6
1006,CUST1006,2025-06-22 06:37:21,Zone-B,Personal Care,Seat,SKU01006,7,686.41,4804.87,24.13,0.01,Credit Card,9,22,Delivered,WhatsApp,Blinkit Store #3
1007,CUST1007,2025-05-01 07:52:05,Zone-E,Personal Care,Treatment,SKU01007,10,450.92,4509.2,48.21,0.13,Debit Card,11,30,Delivered,Web,Blinkit Store #2
1008,CUST1008,2025-03-01 08:00:46,Zone-D,Household,Chair,SKU01008,10,83.62,836.2,30.57,0.07,Credit Card,20,17,Delivered,Web,Blinkit Store #5
1009,CUST1009,2025-01-04 17:28:25,Zone-D,Dairy,Dog,SKU01009,10,344.67,3446.7,34.31,0.16,Net Banking,17,16,Delivered,Web,Blinkit Store #1
1010,CUST1010,2025-04-30 04:01:28,Zone-B,Personal Care,Man,SKU01010,3,613.76,1841.28,5.75,0.23,Credit Card,5,20,Delivered,WhatsApp,Blinkit Store #1
1011,CUST1011,2025-04-02 07:24:09,Zone-B,Pet Supplies,Break,SKU01011,5,265.99,1329.95,19.19,0.01,UPI,30,38,Delayed,App,Blinkit Store #1
1012,CUST1012,2025-06-28 08:49:39,Zone-B,Baby Care,Remember,SKU01012,10,685.0,6850.0,37.1,0.03,Credit Card,5,21,Delivered,App,Blinkit Store #6
1013,CUST1013,2025-05-28 06:06:02,Zone-C,Baby Care,Name,SKU01013,13,118.36,1538.68,40.06,0.11,Credit Card,24,43,Delayed,Web,Blinkit Store #4
1014,CUST1014,2025-06-23 15:02:57,Zone-D,Baby Care,Behavior,SKU01014,5,663.84,3319.2,41.4,0.08,Credit Card,25,25,Delivered,WhatsApp,Blinkit Store #4
1015,CUST1015,2025-04-18 16:28:07,Zone-E,Pet Supplies,Old,SKU01015,1,278.99,278.99,38.4,0.15,Debit Card,6,14,Delivered,Web,Blinkit Store #3
1016,CUST1016,2025-02-28 08:57:54,Zone-E,Dairy,Fall,SKU01016,8,590.23,4721.84,18.6,0.19,Debit Card,17,24,Delivered,App,Blinkit Store #5
1017,CUST1017,2025-02-03 02:32:08,Zone-D,Beverages,Not,SKU01017,15,770.08,11551.2,15.72,0.07,Blinkit Wallet,25,35,Delivered,Web,Blinkit Store #3
1018,CUST1018,2025-06-05 23:09:45,Zone-B,Groceries,Apply,SKU01018,11,688.8,7576.8,26.12,0.09,Debit Card,11,15,Delivered,Web,Blinkit Store #2
1019,CUST1019,2025-05-01 15:50:26,Zone-C,Baby Care,Window,SKU01019,2,476.68,953.36,6.92,0.01,Credit Card,13,11,Delivered,Web,Blinkit Store #4
1020,CUST1020,2025-05-21 23:57:04,Zone-B,Dairy,Out,SKU01020,11,599.92,6599.12,37.46,0.08,COD,10,27,Delivered,App,Blinkit Store #4
1021,CUST1021,2025-04-24 01:37:24,Zone-D,Snacks,Magazine,SKU01021,7,388.22,2717.54,28.45,0.25,COD,19,20,Delivered,Web,Blinkit Store #6
1022,CUST1022,2025-03-06 03:26:31,Zone-C,Household,Fish,SKU01022,1,766.47,766.47,25.79,0.23,Debit Card,17,29,Delivered,WhatsApp,Blinkit Store #3
1023,CUST1023,2025-05-05 09:05:45,Zone-D,Beverages,Appear,SKU01023,12,472.94,5675.28,27.39,0.23,UPI,28,29,Delivered,WhatsApp,Blinkit Store #1
1024,CUST1024,2025-04-29 16:20:11,Zone-B,Baby Care,Rather,SKU01024,1,572.02,572.02,40.22,0.02,UPI,24,38,Delivered,Web,Blinkit Store #6
1025,CUST1025,2025-03-30 08:38:35,Zone-D,Snacks,Money,SKU01025,12,465.6,5587.2,42.39,0.05,UPI,22,22,Delivered,App,Blinkit Store #1
1026,CUST1026,2025-05-25 20:39:13,Zone-C,Snacks,Police,SKU01026,15,311.49,4672.35,24.47,0.15,COD,7,15,Delivered,App,Blinkit Store #3
1027,CUST1027,2025-05-11 05:38:03,Zone-B,Dairy,Tv,SKU01027,1,72.84,72.84,46.59,0.1,Debit Card,23,42,Delayed,App,Blinkit Store #2
1028,CUST1028,2025-01-23 06:55:24,Zone-B,Household,Life,SKU01028,11,794.76,8742.36,11.32,0.13,UPI,20,32,Cancelled,App,Blinkit Store #4
1029,CUST1029,2025-02-15 03:32:20,Zone-A,Pet Supplies,International,SKU01029,13,176.27,2291.51,45.74,0.22,Blinkit Wallet,10,25,Delivered,App,Blinkit Store #1
1030,CUST1030,2025-05-15 10:23:41,Zone-E,Snacks,Small,SKU01030,2,37.08,74.16,23.46,0.0,Net Banking,5,4,Delivered,App,Blinkit Store #2
1031,CUST1031,2025-01-17 21:48:35,Zone-B,Personal Care,Congress,SKU01031,3,358.1,1074.3,3.46,0.04,Net Banking,24,29,Delivered,WhatsApp,Blinkit Store #5
1032,CUST1032,2025-01-05 13:52:48,Zone-E,Household,Include,SKU01032,10,132.82,1328.2,19.38,0.15,Blinkit Wallet,29,43,Delayed,WhatsApp,Blinkit Store #6
1033,CUST1033,2025-06-05 02:12:23,Zone-B,Pet Supplies,Fire,SKU01033,13,299.67,3895.71,35.01,0.14,Blinkit Wallet,29,31,Cancelled,App,Blinkit Store #3
1034,CUST1034,2025-04-30 22:57:42,Zone-B,Groceries,Issue,SKU01034,4,565.5,2262.0,44.57,0.24,UPI,11,11,Delivered,App,Blinkit Store #2
1035,CUST1035,2025-03-20 12:53:43,Zone-C,Household,Miss,SKU01035,2,717.3,1434.6,1.23,0.15,COD,17,36,Delivered,Web,Blinkit Store #3
1036,CUST1036,2025-02-12 13:35:03,Zone-D,Household,Analysis,SKU01036,4,584.84,2339.36,17.13,0.03,Net Banking,28,33,Delivered,Web,Blinkit Store #5
1037,CUST1037,2025-04-23 08:43:59,Zone-E,Baby Care,Recent,SKU01037,3,687.92,2063.76,32.85,0.09,COD,5,23,Delivered,Web,Blinkit Store #5
1038,CUST1038,2025-06-14 08:11:57,Zone-E,Groceries,Security,SKU01038,14,586.73,8214.22,36.87,0.03,Blinkit Wallet,26,28,Delivered,App,Blinkit Store #1
1039,CUST1039,2025-05-10 20:58:09,Zone-A,Beverages,Service,SKU01039,2,364.12,728.24,22.42,0.07,Credit Card,20,28,Delivered,WhatsApp,Blinkit Store #5
1040,CUST1040,2025-01-08 07:53:49,Zone-C,Dairy,Energy,SKU01040,10,468.63,4686.3,44.85,0.11,UPI,19,38,Delayed,App,Blinkit Store #5
1041,CUST1041,2025-01-15 09:46:59,Zone-C,Groceries,Security,SKU01041,4,419.51,1678.04,46.1,0.18,Blinkit Wallet,12,26,Delivered,App,Blinkit Store #4
1042,CUST1042,2025-05-12 22:40:05,Zone-C,Beverages,About,SKU01042,7,299.87,2099.09,38.53,0.16,COD,27,27,Delivered,Web,Blinkit Store #6
1043,CUST1043,2025-04-10 16:53:37,Zone-A,Baby Care,Direction,SKU01043,11,620.53,6825.83,44.56,0.12,COD,29,31,Delayed,App,Blinkit Store #5
1044,CUST1044,2025-04-09 23:49:40,Zone-E,Beverages,Blue,SKU01044,15,440.27,6604.05,44.7,0.1,Debit Card,23,24,Delivered,WhatsApp,Blinkit Store #3
1045,CUST1045,2025-04-18 07:16:01,Zone-B,Snacks,Within,SKU01045,7,105.73,740.11,23.05,0.21,UPI,16,26,Delivered,App,Blinkit Store #6
1046,CUST1046,2025-06-20 16:52:39,Zone-C,Baby Care,Player,SKU01046,6,50.59,303.54,35.57,0.23,Net Banking,12,17,Delivered,WhatsApp,Blinkit Store #6
1047,CUST1047,2025-06-06 11:20:51,Zone-D,Dairy,Friend,SKU01047,13,780.82,10150.66,43.05,0.23,Blinkit Wallet,23,34,Delivered,WhatsApp,Blinkit Store #1
1048,CUST1048,2025-03-26 15:59:24,Zone-E,Personal Care,Model,SKU01048,3,336.1,1008.3,40.8,0.09,COD,26,40,Cancelled,WhatsApp,Blinkit Store #1
1049,CUST1049,2025-01-14 06:03:48,Zone-A,Personal Care,Road,SKU01049,9,106.93,962.37,28.56,0.22,Debit Card,22,25,Delivered,WhatsApp,Blinkit Store #3
1050,CUST1050,2025-06-02 08:49:40,Zone-E,Baby Care,During,SKU01050,9,630.88,5677.92,30.78,0.19,Credit Card,30,42,Delayed,App,Blinkit Store #3
1051,CUST1051,2025-02-12 03:43:02,Zone-B,Household,Full,SKU01051,7,178.04,1246.28,5.05,0.03,Net Banking,19,28,Delivered,WhatsApp,Blinkit Store #2
1052,CUST1052,2025-05-09 12:24:57,Zone-D,Personal Care,But,SKU01052,1,150.96,150.96,16.48,0.12,Credit Card,24,20,Delivered,Web,Blinkit Store #2
1053,CUST1053,2025-05-29 22:35:07,Zone-C,Snacks,Approach,SKU01053,12,541.48,6497.76,15.76,0.07,Credit Card,11,11,Delivered,WhatsApp,Blinkit Store #6
1054,CUST1054,2025-06-21 07:07:32,Zone-D,Pet Supplies,Enter,SKU01054,4,442.67,1770.68,25.23,0.14,COD,20,38,Delivered,App,Blinkit Store #6
